"name","description",lat,lon
"Cityreal partners","18 av franklin roosevelt 75008 paris 75008
06 84 98 71 41",48.871616,2.310236
"Civel immobilier","56 avenue marceau  75008 paris 75008
01 47 20 36 28",48.869757,2.298496
"Claude bernard immobilier","5 rue claude bernard 75005 paris 75005
01 43 36 17 36",48.838643,2.349933
"Cle de sol immobilier","64 rue de longchamp  75116 paris 16ème 75116
01 44 96 75 44",48.865175,2.286208
"Cler immobilier","5 rue du champ de mars  75007 paris 7ème 75007
01 47 05 78 26",48.856462,2.306165
"Cmb","101 rue de prony  75017 paris 75017
01 42 12 79 02",48.884475,2.298791
"Cmc patrimoine","38 av de la motte picquet  75007 paris 75007
01 44 42 97 77",48.855061,2.306361
"Cmdi et associes","39 rue francois 1er  75008 paris 8ème 75008
01 56 62 36 36",48.868721,2.303394
"Cmh invest","77 rue brancion  75015 paris 15ème 75015
01 48 42 93 04",48.831752,2.302842
"Cmre","78 avenue des champs elysées 75008 paris 75008
01 81 70 98 00",48.871233,2.304148
"Cocojet immobilier","8 rue de la grande chaumiere  75006 paris 6ème 75006
06 43 27 27 27",48.842388,2.330848
"Codaci","39 rue de palestro  75002 paris 2ème 75002
01 42 36 32 42",48.866947,2.352298
"Cofim","46 rue paul valery  75116 paris 16ème 75116
01 40 07 99 74",48.872088,2.287795
"Cogefim","60 rue francois 1er  75008 paris 75008
01 56 88 38 38",48.869886,2.301931
"Cogestra","100 av kleber  75116 paris 75116
01 48 54 15 55",48.865593,2.288829
"Cogimmo","105 rue l'abbe groult  75015 paris 15ème 75015
01 45 33 44 20",48.837423,2.29987
"Coldwell banker demeure prestige","8 rue lamennais  75008 paris 8ème 75008
01 83 53 53 53",48.873941,2.302992
"Coldwell banker groupe demeure","8 rue lamennais 75008 paris 75008
01 83 53 53 53",48.873941,2.302992
"Colombus groupe","214 rue de rivoli  75001 paris 1er 75001
06 62 12 19 59",48.864665,2.329557
"Come in house","117 rue de charenton  75012 paris 12ème 75012
06 64 34 65 39",48.846009,2.379763
"Compagnie business immobilier","21 rue de fécamp  75012 paris 75012
09 53 44 20 80",48.835324,2.398846
"Compagnie d'immeubles reunis","77 boulevard malesherbes  75008 paris 8ème 75008
09 51 82 71 67",48.877234,2.31667
"Compagnie de gestion immobiliere & associes","19 rue claude pouillet  75017 paris 17ème 75017
01 43 80 74 99",48.88405,2.314804
"Compagnie francaise de commercialisation immobiliere","20 rue de longchamp  75116 paris 75116
06 18 95 79 05",48.865004,2.291065
"Compagnie immobiliere de la boetie - cib","6 rue la boétie 75008 paris 75008
01 40 07 90 90",48.874444,2.318435
"Comptoir immo paris","11 rue du pont aux choux  75003 paris 3ème 75003
01 42 72 67 10",48.861069,2.366113
"Concept loft","38 rue francois 1er  75008 paris 8ème 75008
01 47 18 33 20",48.868219,2.304592
"Concorde invest","24 rue de caumartin  75009 paris 9ème 75009
01 75 00 04 85",48.871861,2.328246
"Concordia","51 rue sainte anne 75002 paris 75002
01 42 96 04 04",48.867402,2.335975
"Connectim","31 avenue de ségur  75007 paris 7ème 75007
06 11 14 19 00",48.851019,2.309646
"Connexion immobilier","82 rue monge  75005 paris 5eme 75005
01 55 43 00 10",48.842027,2.351904
"Connexion location / gestion","62 rue d'orsel  75018 paris 75018
01 53 09 28 08",48.883588,2.340228
"Conseil immobilier","155 rue de vaugirard  75015 paris 15ème 75015
01 42 19 98 54",48.843732,2.315455
"Conseil immobilier parisien","287 289 rue de belleville  75019 paris 19ème 75019
01 42 00 22 22",48.876051,2.401409
"Conseil rive gauche","38 rue des cinq diamants 75013 paris 75013
01 43 31 53 68",48.828478,2.350274
"Consortium français immobilier","3 bd garibaldi  75015 paris 75015
06 72 79 71 12",48.847757,2.302851
"Constantgestion","243b boulevard pereire  75017 paris 75017
01 44 69 31 20",48.879061,2.286783
"Consultant immobilier","79 boulevard de courcelles  75008 paris 75008
01 48 88 02 02",48.878346,2.300182
"Consultants immobilier","67 avenue de breteuil  75007 paris 75007
01 45 67 25 25",48.847905,2.312183
"Consultants immobilier","8 rue corot  75016 paris 75016
01 46 47 27 27",48.847427,2.269509
"Consultants immobilier","1 place du costa rica 75016 paris 75016
01 42 88 96 96",48.858705,2.284495
"Consultants immobilier","62 avenue felix faure  75015 paris 15ème 75015
01 44 26 22 22",48.840497,2.286097
"Contact invest","33 bd magenta  75010 paris 75010
06 23 44 53 51",48.87171,2.35992
"Convention realisation immobiliere","179 rue de la convention  75015 paris 75015
01 45 33 44 24",48.837925,2.29513
"Cordissimmo sival","156 rue montmartre  75002 paris 75002
01 42 33 60 81 / 01 56 08 15 00",48.869788,2.342988
"Corinne orbach immobilier","111-113 rue saint charles  75015 paris 75015
01 45 77 98 54",48.845137,2.284322
"Cosemiic","28 avenue de messine  75008 paris 8ème 75008
01 45 63 39 04",48.877004,2.312003
"Cosy home","141 rue vaugirard  75015 paris 75015
01 47 83 91 00",48.844144,2.31682
"Cote 15","62 rue blomet  75015 paris 75015
01 45 67 42 26",48.842166,2.304148
"Côté 18","19 rue ramey  75018 paris 18eme 75018
01 56 55 53 03",48.888004,2.346913
"Cote particuliers paris 15","239b rue de vaugirard 75015 paris 15ème 75015
01 42 19 02 86",48.840933,2.306267
"Cote particuliers paris 8 monceau","3 avenue de messine  75008 paris 8ème 75008
01 40 08 08 48",48.875794,2.313933
"Cote prestige","7 9 rue de la felicite  75017 paris 75017
06 14 66 48 54",48.886609,2.309586
"Cote racines","39 rue de la fontaine au roi 75011 paris 11ème 75011
07 60 17 05 79",48.868277,2.371781
"Cotragi (sarl)","20 rue sarrette  75014 paris 75014
01 40 47 96 02",48.826751,2.330023
"Cour interieure","3 rue cernuschi 75017 paris 17eme 75017
06 19 88 06 94",48.886234,2.307006
"Courcelles immobilier","36 rue washington  75008 paris 8ème 75008
01 42 67 53 53",48.873819,2.304139
"Cours saint-germain","2 rue de la ville neuve  75002 paris 2ème 75002
01 53 24 10 95",48.869381,2.348593
"Cph immobilier - paris 12 eme","266 rue de charenton  75012 paris 12eme 75012
01 44 68 80 93",48.836885,2.391436
"Cph immobilier agence de paris 15","195 rue de la convention  75015 paris 75015
01 53 68 78 00",48.837028,2.297439
"Cph immobilier italie 2","30 avenue d'italie centre commercial italie 2 bp 1043 75013 paris 75013
01 45 88 16 66",48.829242,2.355802
"Cph immobilier paris 14","52 rue de la tombe issoire  75014 paris 75014
01 43 35 29 50",48.829875,2.33379
"Craunot transactions","6 rue du fbg poissonniere  75010 paris 75010
01 48 01 87 45",48.871187,2.347977
"Crdi","182 rue legendre  75017 paris 75017
06 79 53 22 27",48.891662,2.325987
"Credassur xixeme","26 rue david d angers  75019 paris 19ème 75019
06 84 87 97 71",48.882071,2.391985
"Crédit agricole immobilier","37 avenue pierre 1er de serbie 75008 paris 75008
01 44 31 44 28",48.867971,2.300045
"Crespin immobilier","71 rue nollet  75017 paris 75017
01 53 06 35 35",48.887521,2.320272
"Cric - balzano transaction","75 77 rue du pere corentin 75014 paris 75014
01 45 40 40 65",48.823441,2.327208
"Cristal patrimoine","39 rue richard lenoir  75011 paris 11ème 75011
01 43 56 67 20",48.8563,2.381225
"Csm gestion","13 rue de presles  75015 paris 15ème 75015
01 42 73 92 76",48.852234,2.296594
"Cyrus immobilier","153 boulevard haussmann  75008 paris 75008
01 53 76 49 10",48.874943,2.310606
"D v immobilier","95 rue de montreuil  75011 paris 75011
01 43 70 31 21",48.850575,2.39337
"D'hier a demain immobilier","1 rue bourdaloue 75009 paris 75009
01 55 07 97 74 / 06 13 01 27 03",48.876162,2.338465
"D'un appart a l'autre","25 rue saint marc  75002 paris 2ème 75002
09 80 63 41 16",48.87046,2.339756
"D.degueldre gestion","86 rue de monceau  75008 paris 75008
01 44 70 70 35",48.880322,2.316305
"D.l.d. conseils","89 rue du faubourg saint martin  75010 paris 75010
01 42 02 26 76",48.873021,2.357761
"D.p.l. degaine paris lyon","11 rue d'odessa  75014 paris 14ème 75014
06 03 04 47 45",48.842406,2.324646
"Dames immobilier","66 rue des dames  75017 paris 75017
06 60 67 68 97",48.883542,2.320049
"Daniel feau location","21 rue d'artois  75008 paris 75008
01 56 88 24 94",48.873215,2.307181
"Daniel feau location 17ème","33 avenue de villiers  75017 paris 75017
01 42 27 73 82",48.882831,2.308744
"Daniel feau location 5ème","111 rue monge  75005 paris 75005
01 55 43 37 33",48.839761,2.351467
"Daniel feau location 7ème","118 rue saint dominique  75007 paris 75007
01 47 05 85 69",48.85812,2.301261
"Daniel feau location 8ème","21 rue d'artois  75008 paris 75008
01 56 88 24 91",48.873215,2.307181
"Daniel feau passy","11 chs muette  75016 paris 75016
01 53 92 00 06",48.858046,2.27373
"Daniel feau saint germain des près","21 rue bonaparte  75006 paris 75006
01 55 42 15 74",48.855591,2.334065
"Daniel feau victor hugo","86 avenue victor hugo  75116 paris 75116
01 45 53 25 25",48.869281,2.28413
"Daniel glaise sarl","3 rue chasseloup laubat  75015 paris 75015
01 47 83 47 65",48.847888,2.305394
"Daumesnil gestion","231 ave daumesnil  75012 paris 75012
01 43 41 08 21",48.838027,2.400413
"Dauphine rive gauche","12 rue vavin  75006 paris 6ème 75006
01 53 10 11 00",48.844293,2.331132
"Dauphine rive gauche","24 rue dauphine  75006 paris 6eme 75006
01 43 54 43 43",48.854832,2.339307
"Dauphine rive gauche","81 rue du bac 75007 paris 7ème 75007
01 53 63 09 09",48.854427,2.324144
"Db transactions","101 avenue des champs elysees immeuble louis vuitton 5ème etage 75008 paris 8ème 75008
01 56 52 93 27",48.871656,2.300554
"De ferla immobilier","220 av du maine  75014 paris 14ème 75014
01 53 90 49 00",48.828994,2.326151
"De la fourniere immobilier","75 rue boissiere  75016 paris 16ème 75016
06 20 48 93 01",48.868872,2.286478
"Deberne administrateur de biens","23 rue des cloys  75018 paris 75018
01 46 06 71 58",48.89275,2.339339
"Dechermont immobilier","1 square racan 75016 paris 75016
01 44 96 82 70",48.849252,2.258961
"Deferla immobilier","53 rue daguerre  75014 paris 14ème 75014
01 83 79 10 70",48.834872,2.326966
"Delon immobilier real estate company","4 place etienne pernet  75015 paris 75015
01 55 76 55 00",48.843572,2.292553
"Delon immobilier real estate company","35 bd de grenelle  75015 paris 75015
01 58 01 01 40",48.85217,2.29143
"Delphine patou & associés","23 rue d'amsterdam  75008 paris 8ème 75008
06 16 66 57 50",48.878095,2.326869
"Demeures a paris","6 avenue de breteuil  75007 paris 75007
01 44 42 08 88",48.852691,2.311782
"Demeures de l' etoile","3 rue de la renaissance  75008 paris 8ème 75008
01 45 62 24 54",48.867277,2.302742
"Denicourt & associés sas","2 rue de l'exposition  75007 paris 75007
01 45 55 21 37",48.858228,2.302507
"Desport gerances","5 rue de rome  75008 paris 8ème 75008
01 53 42 64 90",48.874482,2.325132
"Devim","11 rue du jura  75013 paris 75013
01 55 43 02 88",48.837329,2.356132
"Diderot immobilier","143 boulevard diderot  75012 paris 75012
01 44 73 06 06",48.848309,2.393967
"Didierlaurent immobilier","111 avenue victor hugo 75116 paris 75116
01 40 72 74 14",48.868516,2.282913
"Dimo","265 rue de belleville  75019 paris 75019
01 48 03 81 81",48.875735,2.399558
"Dionis","89 av gambetta  75020 paris 75020
01 46 36 24 42",48.86592,2.3992
"Direct immo","91 rue de belleville  75019 paris 75019
01 40 40 30 31",48.873777,2.384724
"Distinct- immo","55 rue de prony  75017 paris 17ème 75017
01 47 64 04 51",48.882353,2.303865
"District","31 rue des deux ponts  75004 paris 75004
01 43 29 15 11",48.852142,2.35672
"District bosquet","56 avenue bosquet  75007 paris 75007
01 40 62 77 80",48.855355,2.304896
"District george v","9 rue de la tremoille  75008 paris 8ème 75008
01 40 70 03 03",48.867074,2.302884
"District immobilier","14 rue d'alexandrie  75002 paris 75002
01 53 40 74 40",48.868247,2.350415
"Diwann","10 rue des cordelières  75013 paris 75013
01 47 07 01 00",48.835162,2.348639
"Dj conseil   etudes immobilieres","115 rue st dominique  75007 paris 7ème 75007
06 80 27 86 23",48.859108,2.304836
"Dk immobilier","27 rue belgrand  75020 paris 75020
01 40 31 96 57",48.86469,2.406246
"Dl&associés","48 rue gassendi  75014 paris 14ème 75014
01 53 90 75 83",48.833,2.325275
"Dla","1 rue bourdaloue  75009 paris 9ème 75009
01 55 07 97 77",48.876162,2.338465
"Dodim","116 avenue du général leclerc  75014 paris 14ème 75014
01 56 08 32 20",48.825419,2.325807
"Domiere","18b rue pierre demours  75017 paris 75017
01 45 74 08 08",48.880484,2.293074
"Domus rome","38 rue de constantinople  75008 paris 8eme 75008
01 71 19 97 77",48.880999,2.317509
"Dpmb gestion","9 rue dareau  75014 paris 14eme 75014
01 45 88 21 10",48.831538,2.338428
"Dream-eo","21 rue nollet 75017 paris 17eme 75017
01 71 97 56 41",48.885687,2.323269
"Ds real estate paris","78 avenue raymond poincare  75116 paris 16ème 75116
01 83 62 90 14",48.869086,2.285644
"Du breuil immobilier","31 avenue georges mandel  75116 paris 16ème 75116
06 70 41 92 73",48.863156,2.28292
"Dual immo","3 rue pierre demours  75017 paris 17ème 75017
0892 23 02 65",48.879821,2.291384
"Dunelle et associes","1 passage rauch  75011 paris 75011
06 68 11 68 68",48.853961,2.37864
"Dupouy flamencourt sarl","118 130 avenue jean jaures  75019 paris 75019
01 42 02 68 90",48.88619,2.383784
"Dvi - l'adresse","21 rue las cases  75007 paris 7eme 75007
01 44 18 07 07",48.858482,2.320125
"Dynagest","33 rue des belles feuilles  75016 paris 75016
01 47 27 03 87",48.867105,2.281702
"E b conseil","56 place st charles  75015 paris 75015
01 45 71 01 02",48.849091,2.287194
"Easy immobilier","27 rue des plantes  75014 paris 75014
01 45 40 34 00",48.829617,2.323007
"Ecg","77 rue d'aboukir  75002 paris 2ème 75002
01 45 77 46 10",48.867874,2.347202
"Efida","206 bd pereire  75017 paris 75017
01 45 72 02 87",48.880472,2.288446
"Eiffel housing","91 rue du faubourg saint honore 75008 paris 8eme 75008
06 29 72 92 94",48.871989,2.31304
"Eiffel immo","68 av de la bourdonnais  75007 paris 7ème 75007
01 40 62 93 74",48.85539,2.303418
"Eiffel rive gauche","2 rue cler  75007 paris 75007
01 53 59 52 20",48.859049,2.305147
"Eis immobilier","10 rue de la paix  75002 paris 2ème 75002
01 71 50 15 85",48.868995,2.331141
"Ejc quadral immobilier","4 rue rambervillers  75012 paris 75012
01 43 44 23 90",48.841283,2.40527
"Elan immobilier","49 rue de naples  75008 paris 8ème 75008
06 82 65 42 90",48.879147,2.316093
"Elcimmo","116 rue cardinet 75017 paris 75017
01 40 53 04 90",48.886092,2.312432
"Elger immobilier","26 rue general beuret  75015 paris 75015
01 44 49 72 66",48.840843,2.302411
"Eliott","68 rue singer  75016 paris 16ème 75016
09 50 27 64 54",48.857161,2.273538
"Elite french property","48 rue de bassano  75008 paris 8ème 75008
01 84 06 53 89",48.870729,2.299413
"Elyse avenue","33 rue desnouettes  75015 paris 15ème 75015
01 56 56 80 30",48.835775,2.289404
"Elysée transactions","76 78 avenue des champs elysees  75008 paris 75008
01 53 53 07 04",48.871169,2.304349
"Embassy service","27 avenue pierre 1er serbie  75116 paris 16ème 75116
01 47 20 30 05",48.866918,2.297969
"Emile garcin paris rive gauche","5 rue de l'universite  75007 paris 75007
01 42 61 73 38",48.856561,2.330859
"Emouna","26 rue duroc  75007 paris 75007
01 40 56 00 67",48.847574,2.312504
"Emporio estate group","250 rue de rivoli 75001 paris 1er 75001
01 47 03 66 00",48.866268,2.324607
"Epsim","68b boulevard pereire  75017 paris 17ème 75017
01 42 12 04 04",48.887368,2.302667
"Era agence lutece","15 rue claude bernard  75005 paris 5ème 75005
01 45 87 08 08",48.839024,2.348962
"Era auteuil","12 rue d auteuil  75016 paris 16ème 75016
01 46 47 55 55",48.847584,2.267874
"Era buttes chaumont","62 avenue simon bolivar  75019 paris 75019
01 40 40 04 20",48.877899,2.37425
"Era charonne bastille","91 rue de charonne  75011 paris 11ème 75011
01 43 70 75 75",48.854095,2.382482
"Era emile zola immobilier","91 rue du theatre  75015 paris 75015
01 53 95 31 30",48.847058,2.293062
"Era esimmo","318 rue saint martin  75003 paris 3ème 75003
01 42 74 62 50",48.868096,2.355248
"Era haussmann st-lazare","1 place de budapest  75009 paris 9ème 75009
01 45 26 18 18",48.877048,2.327181
"Era immobilier - beaubourg gti","10 rue brantome  75003 paris 75003
01 44 61 80 80",48.861904,2.352911
"Era monceau montaigne","127 boulevard haussmann  75008 paris 8ème 75008
01 82 28 50 95",48.875059,2.313648
"Era montmartre","18 rue durantin  75018 paris 18ème 75018
01 56 55 50 70",48.885883,2.33699
"Era perimo","143 boulevard pereire  75017 paris 75017
01 43 18 07 99",48.883582,2.295129
"Era sabim","181 rue d'alesia  75014 paris 75014
01 45 45 07 45",48.831098,2.316911
"Era saint charles immobilier","44 rue des entrepreneurs  75015 paris 75015
01 58 01 00 22",48.846111,2.286647
"Era victor hugo","32 rue copernic  75116 paris 75116
01 45 05 29 00",48.869379,2.288147
"Era villiers/mh conseil immobilier","55 boulevard des batignolles  75008 paris 8ème 75008
01 44 70 16 00",48.881472,2.318306
"Ere","59 rue de ponthieu  75008 paris 8eme 75008
01 53 76 28 32",48.872119,2.304919
"Espace immobilier","125 avenue parmentier  75011 paris 75011
01 43 38 56 30",48.868872,2.371706
"Espace jouffroy","36 rue jouffroy d'abbans  75017 paris 75017
01 43 18 22 40",48.885888,2.308999
"Espaces & prestige","60 rue françois 1er 75008 paris 8ème 75008
07 61 15 20 00",48.869886,2.301931
"Espaces atypiques","64 rue des tournelles  75003 paris 3ème 75003
01 42 71 03 84",48.85713,2.36741
"Espassimo","28 rue du laos  75015 paris 75015
01 43 06 16 30",48.849037,2.301207
"Estimmo","20 rue fabre d'eglantine  75012 paris 75012
01 43 07 15 15",48.847015,2.395835
"Etoile carnot immobilier","14 av carnot  75017 paris 75017
01 40 55 97 84",48.87594,2.293429
"Etoile prestige","33 rue duret  75116 paris 16ème 75116
01 75 77 32 85",48.875549,2.28661
"Etude amboise immobilier","191 boulevard pereire  75017 paris 75017
01 53 81 71 73",48.881752,2.291763
"Étude avdl terrasses-balcons.com","12 rue dombasle  75015 paris 15ème 75015
06 07 10 60 04",48.836391,2.296634
"Etude caraudrey","31 rue st antoine  75004 paris 75004
01 42 74 59 58",48.853699,2.365119
"Etude carnot 5","5 avenue carnot  75017 paris 75017
06 62 33 71 40",48.875245,2.293392
"Etude chaligny","10 bis rue de chaligny  75012 paris 12ème 75012
01 44 67 80 90",48.845721,2.383692
"Etude conseil immobilier","50 52 rue edouard pailleron  75019 paris 19ème 75019
01 42 00 67 60",48.881253,2.379599
"Etude constantin pecqueur","95 rue caulaincourt  75018 paris 75018
01 42 52 01 01",48.889717,2.338365
"Étude couderc","18 avenue de la republique  75011 paris 75011
01 43 55 89 44",48.866279,2.368458
"Etude de la butte","4 rue damremont  75018 paris 75018
01 42 64 03 64 / 01 42 64 18 26",48.887151,2.332661
"Etude dll","6 boulevard jules ferry  75011 paris 11eme 75011
01 53 19 49 49",48.867116,2.369053
"Etude du theatre","96 98 rue du theatre  75015 paris 75015
01 45 79 89 49",48.846783,2.293453
"Etude finzi","39 rue damremont  75018 paris 75018
01 53 09 98 98",48.889806,2.333752
"Etude gite","18 rue didot  75014 paris 14eme 75014
01 45 43 88 60",48.832842,2.320711
"Etude gordolon","83 rue ordener  75018 paris 75018
01 42 64 96 66",48.89174,2.348099
"Etude immobilière ori","75 avenue mozart  75016 paris 75016
01 45 25 50 23",48.853184,2.268696
"Etude jan","184 bis avenue daumesnil 75012 paris 75012
01 43 46 11 76",48.838583,2.397723
"Etude la roquette","77 rue de la roquette  75011 paris 75011
01 43 73 73 75",48.856731,2.377547
"Etude lacuee","18 rue lacuée 75012 paris 75012
01 40 01 07 35",48.84916,2.370365
"Etude lepic","45 rue lepic 75018 paris 18ème 75018
01 42 58 11 11",48.886857,2.333717
"Etude mocler","21 rue cambronne  75015 paris 75015
01 45 67 20 10",48.846226,2.302016
"Étude monge","27 rue monge  75005 paris 75005
01 43 29 53 14 / 01 43 29 28 00",48.847081,2.351411
"Etude ms","15 place d'aligre  75012 paris 75012
01 55 78 23 56",48.848842,2.378851
"Étude rive gauche","122 boulevard raspail  75006 paris 75006
01 42 22 70 63",48.843829,2.32884
"Etude s.mayorkas","176 rue de la convention  75015 paris 75015
01 42 50 12 13",48.838204,2.294036
"Etude sainclair","142 rue de vaugirard  75015 paris 75015
01 45 67 01 22",48.84465,2.318293
"Etude saint dominique","112 rue saint dominique  75007 paris 7ème 75007
01 42 50 02 04",48.858469,2.302219
"Etude saint fargeau","35 rue haxo  75020 paris 75020
01 43 61 84 09",48.871272,2.404486
"Etude saint louis","16 quai orléans  75004 paris 75004
01 56 81 17 81",48.851509,2.354784
"Etude st lambert","174 rue lecourbe  75015 paris 75015
01 53 68 64 00",48.841441,2.29833
"Etude valri","130 boulevard voltaire  75011 paris 75011
01 43 79 11 11",48.857468,2.380373
"Etude wagram","75 av de wagram  75017 paris 75017
01 47 64 44 77",48.87937,2.298878
"Eureka immobilier","1 rue jean moreas  75017 paris 75017
01 47 63 37 54",48.886587,2.292575
"Euro conseil immobilier","41 avenue kleber  75116 paris 75116
01 53 65 18 18",48.868763,2.291671
"Euro invest","2 rue chaptal  75009 paris 75009
01 42 80 99 99",48.880637,2.334427
"Euro transactions","58 rue crozatier  75012 paris 75012
01 44 74 07 46",48.849287,2.379887
"Europa","24 rue du champ de mars  75007 paris 75007
01 47 05 24 10",48.856052,2.303854
"Evolis","21 rue de la banque  75002 paris 2ème 75002
01 81 72 00 00",48.868359,2.341094
"Excel immobilier","17 avenue mathurin moreau  75019 paris 75019
01 40 03 00 10",48.878306,2.372362
"Excel pro immo","85 rue de tolbiac  75013 paris 75013
06 08 91 43 31",48.827048,2.367383
"Exclusives demeures - doris simon conseil eurl","42 rue de bellechasse  75007 paris 75007
01 47 53 00 01",48.857609,2.322174
"F-transactions","120 av victor hugo  75116 paris 16ème 75116
06 77 55 73 07",48.867887,2.280834
"F. petitjean & associes","56 rue de la pompe  75016 paris 75016
01 70 08 09 12",48.862207,2.276121
"F.g.d.i pereire","217 boulevard pereire  75017 paris 75017
01 44 09 92 17",48.880723,2.289852
"Fables de murs","14 rue charles v  75004 paris 4ème 75004
01 43 08 56 69",48.853325,2.362026
"Fagimo sas","88 avenue de villiers  75017 paris 75017
01 47 66 44 00",48.884527,2.301652
"Fair play immobilier","39 rue dupleix 75015 paris 15ème 75015
01 42 22 00 80",48.850698,2.29578
"Faurie immobilier","55 rue de tocqueville  75017 paris 17ème 75017
01 40 54 13 12",48.885374,2.310227
"Feau 9ème","52 rue des martyrs  75009 paris 9ème 75009
01 55 31 94 77",48.879662,2.34022
"Fiac","18-26 rue goubet  75019 paris 19ème 75019
01 44 52 51 50",48.885823,2.390105
"Fidef","22 rue lacharriere 75011 paris 75011
01 49 23 86 96",48.862447,2.379225
"Fiduciaire wayenberg","16 18 avenue de villars  75007 paris 75007
01 53 58 05 01",48.851682,2.313583
"Figam","3 passage lepic 75018 paris 75018
01 42 23 11 07",48.884676,2.334142
"Figam","17 19 rue mesnil  75116 paris 75116
01 77 13 53 33",48.867916,2.284311
"Fimmassur","49 rue de maubeuge  75009 paris 9eme 75009
01 55 32 28 46",48.879071,2.347197
"Financiel immobilier","141 rue cardinet  75017 paris 75017
01 58 60 30 80",48.8869,2.313364
"Finordev","5 rue de logelbach  75017 paris 17ème 75017
01 47 64 65 90",48.881502,2.308166
"Finorgest - safar","49 avenue de la grande armee  75116 paris 16ème 75116
01 56 99 99 82",48.875515,2.288469
"First address","22 rue des carmes  75005 paris 75005
01 56 24 83 02",48.848595,2.347198
"First city conseils","65 rue saint dominique  75007 paris 7ème 75007
01 45 55 43 59 / 06 61 40 18 19",48.859892,2.310887
"First habitat","82 rue des rigoles  75020 paris 20eme 75020
01 43 58 33 77",48.873722,2.390145
"Flashabitat","29 rue brochant  75017 paris 75017
01 42 26 14 12",48.889436,2.318468
"Fleuron immobilier","32 avenue rapp  75007 paris 7ème 75007
01 42 66 53 93",48.858205,2.300088
"Fmp consults","24 avenue philippe auguste 75011 paris 11ème 75011
01 44 93 74 79",48.850943,2.394546
"Foncia avenir","70 rue guy moquet 75017 paris 75017
01 53 04 16 60",48.892748,2.326649
"Foncia cardinet","112t rue cardinet 75017 paris 75017
01 44 15 70 00",48.885824,2.312009
"Foncia coulée verte","186 rue de charenton  75012 paris 12eme 75012
01 75 77 55 70",48.843509,2.384895
"Foncia courcelles","3 rue rossini 75009 paris 75009
01 42 81 42 81",48.872848,2.340869
"Foncia fjb conseil","79 rue riquet  75018 paris 18ème 75018
01 40 05 09 26",48.890057,2.360948
"Foncia franco suisse","70 rue saint lazare 75009 paris 75009
01 53 04 15 15",48.876205,2.330644
"Foncia gobelins","100 boulevard du montparnasse 75014 paris 75014
01 44 08 80 90",48.842398,2.327803
"Foncia h3m immo","38 rue faidherbe  75011 paris 11ème 75011
01 77 72 66 66",48.853044,2.383069
"Foncia jussieu","8 rue linne  75005 paris 5ème 75005
01 44 08 05 27",48.844443,2.354939
"Foncia karena","43 rue boulard  75014 paris 75014
01 45 39 76 00",48.832356,2.327811
"Foncia lafayette","96 rue du faubourg poissonniere  75010 paris 10ème 75010
01 48 00 01 00",48.87814,2.34924
"Foncia paris","70 rue saint lazare 75009 paris 75009
01 53 41 42 43",48.876205,2.330644
"Foncia segg","100 boulevard du montparnasse 75014 paris 75014
01 44 78 60 78",48.842398,2.327803
"Foncia suffren","157 av de suffren  75015 paris 15ème 75015
01 53 58 03 90",48.846308,2.309019
"Foncia transaction location","85 avenue de wagram 75017 paris 75017
01 56 33 98 21",48.880659,2.299813
"Foncia transaction location","178 avenue daumesnil 75012 paris 75012
01 56 95 07 90",48.838768,2.397218
"Foncia transaction location","57 avenue mozart 75016 paris 75016
01 55 74 41 30",48.854741,2.269589
"Foncia transaction location","38 40 avenue des gobelins 75013 paris 75013
01 45 87 69 02",48.835443,2.352497
"Foncia transaction location","28 rue rambuteau 75003 paris 75003
01 48 04 77 00",48.861103,2.354004
"Foncia transaction location","54 avenue du docteur arnold netter 75012 paris 75012
01 53 04 15 57",48.844999,2.405941
"Foncia transaction location","31 avenue felix faure 75015 paris 75015
01 53 98 28 00",48.841531,2.28923
"Foncia transaction location","11 avenue laumiere 75019 paris 75019
01 55 30 10 50",48.883278,2.380875
"Foncia transaction location","70 rue saint lazare 75009 paris 75009
01 55 30 10 43",48.876205,2.330644
"Foncia transaction location","76 rue de tolbiac 75013 paris 75013
01 53 04 15 05",48.827146,2.366751
"Foncia transaction location","64 boulevard magenta 75010 paris 75010
01 55 26 90 90",48.87415,2.358212
"Foncia transaction location","100b rue ordener 75018 paris 75018
01 42 64 61 41",48.893001,2.341715
"Foncia transaction location","238 rue des pyrenees 75020 paris 75020
01 43 15 14 00",48.8677,2.39644
"Foncia transaction location","27 boulevard du montparnasse 75006 paris 75006
01 49 54 77 78",48.8453,2.320254
"Foncia transaction location","12 rue mandar 75002 paris 75002
01 53 45 84 20",48.865742,2.345497
"Foncia transaction location","75 avenue de la republique 75011 paris 75011
01 58 30 66 66",48.864389,2.379897
"Foncia transaction location","81 avenue bosquet 75007 paris 75007
01 47 05 63 73",48.855243,2.305465
"Foncia transaction location","104 avenue de flandre 75019 paris 75019
01 53 26 86 85",48.891212,2.377892
"Foncia transaction location","129 avenue du maine 75014 paris 75014
01 56 80 16 70",48.835153,2.324131
"Foncia transaction location","25 boulevard voltaire 75011 paris 75011
01 53 36 13 00",48.865003,2.368333
"Foncia transaction location","22 rue des ecoles 75005 paris 75005
01 55 30 10 70",48.848769,2.348298
"Foncia transaction location","70 rue saint lazare 75009 paris 75009
01 53 04 15 60",48.876205,2.330644
