"name","description",lat,lon
"Asp conseil","45 rue de boulainvilliers  75016 paris 75016
01 55 74 02 02",48.855804,2.274897
"Assetimmo.ks","21 place de la republique  75003 paris 3ème 75003
06 34 18 67 31",48.867713,2.362266
"Astim transactions & investissements","16 rue jouffroy d'abbans 75017 paris 17ème 75017
01 40 54 07 72",48.886845,2.312021
"Astor","106 avenue de versailles  75016 paris 75016
01 45 01 41 41",48.844354,2.270391
"At home immobilier","11 rue eugene varlin  75010 paris 75010
01 42 09 45 46",48.878309,2.364551
"At home in paris","15 avenue de friedland  75008 paris 8eme 75008
01 42 12 40 40",48.874433,2.303055
"Athenes foncier","30 rue vignon  75009 paris 75009
01 43 59 92 21",48.871987,2.326538
"Atlanthe immobilier","86 rue de maubeuge  75010 paris 10ème 75010
01 48 74 95 60",48.879749,2.350016
"Aton immobilier","48 boulevard des batignolles  75017 paris 75017
01 44 90 88 77",48.882726,2.322447
"Atrium gestion","4 rue d' argenson  75008 paris 75008
01 78 94 13 92",48.874535,2.317206
"Ats agence tournelle saint germain","33 quai de tournelle  75005 paris 75005
01 43 29 03 23",48.850403,2.353168
"Attique","64 bis rue dulong 75017 paris 75017
01 47 66 34 34",48.886076,2.315381
"Auteuil sud immobilier","96 rue chardon lagache  75016 paris 16ème 75016
01 53 92 08 30",48.840183,2.262908
"Autour de toits","6 rue du moulin vert  75014 paris 14ème 75014
06 61 88 28 10",48.829347,2.325442
"Avant garde immobilier","33 avenue victor hugo 75116 paris 75116
01 53 76 42 05",48.871706,2.290442
"Avica","4 avenue du bel air  75012 paris 12ème 75012
01 43 40 17 67",48.845646,2.398362
"Avis immobilier","40 rue faidherbe  75011 paris 11ème 75011
01 40 68 01 40",48.853174,2.382991
"Avis immobilier - paris 8 immobilier","179 boulevard haussmann  75008 paris 75008
01 56 88 15 15",48.874663,2.305528
"Avl immobilier laumière","118 rue de meaux  75019 paris 75019
01 42 00 62 00",48.885704,2.382004
"Aximmo","15 rue notre dame de lorette  75009 paris 75009
01 44 63 01 02",48.87771,2.338132
"Az transactions","83 rue ordener 75018 paris 75018
01 42 58 90 61",48.89174,2.348099
"Azertim","85 boulevard suchet 75016 paris 16eme 75016
06 18 65 30 80",48.850272,2.260405
"Azur immo","184 rue de belleville  75020 paris 75020
01 43 49 45 00",48.875274,2.39327
"B s i foch","18 rue duret  75016 paris 16ème 75016
01 44 17 72 72",48.874445,2.285981
"B&c consulting","49 avenue hoche 75008 paris 8ème 75008
01 45 00 02 02",48.874944,2.298296
"B.d.i gestion","99 rue d'aboukir  75002 paris 75002
01 55 80 79 91",48.868339,2.348764
"Bakary realty group","40 rue saint honore  75001 paris 1er 75001
01 40 13 08 07",48.861185,2.344656
"Balcons et terrasses de paris","6 boulevard pasteur  75015 paris 75015
01 43 06 00 12",48.844634,2.310813
"Baratte & a","13 rue paul valery  75116 paris 75116
01 45 53 82 00",48.869657,2.290646
"Barbottin et associes sas","3 rue de l'arrivée  75015 paris 75015
06 08 78 39 09",48.843662,2.322891
"Barnes location rive gauche","13 rue bonaparte  75006 paris 6ème 75006
01 53 10 17 00",48.85634,2.334583
"Baroc holding","51 rue francois 1er  75008 paris 8eme 75008
06 36 43 04 30",48.869526,2.302112
"Bastimo - groupe de la bastille","96 bd de beaumarchais  75011 paris 75011
01 43 38 25 29",48.860243,2.367679
"Bat'im","4, rue maître albert 75005 paris 75005
01 55 42 55 05",48.851059,2.350037
"Batigere","89 rue de tocqueville  75017 paris 75017
01 44 29 84 27",48.8873,2.307622
"Batima immobilier","69 rue de la tour  75116 paris 75116
01 45 04 41 00",48.861366,2.278871
"Bc immobilier","4 rue theophile roussel  75012 paris 75012
01 44 75 38 84",48.849646,2.377339
"Bdeb conseils","20 rue emile duclaux   75015 paris 15ème 75015
06 60 11 59 06",48.842017,2.308921
"Beaudoin conseils et investissements","10 rue danville  75014 paris 14ème 75014
01 42 18 18 74",48.834239,2.327459
"Beaulieu habitat concept","30 rue du grenier st lazare  75003 paris 3ème 75003
01 44 54 55 66",48.863123,2.353029
"Bed and school paris","15 boulevard arago 75013 paris 13eme 75013
09 67 29 86 74",48.836107,2.350331
"Belimmo","154 avenue de wagram  75017 paris 75017
01 47 64 66 89",48.886659,2.304647
"Belleroche","144 rue de la tour  75116 paris 75116
01 45 04 49 13",48.86373,2.273144
"Beny immobilier","140 avenue parmentier 75011 paris 75011
01 43 38 80 00",48.869254,2.371757
"Bepark","283 rue lecourbe  75015 paris 15ème 75015
01 84 16 02 89",48.838097,2.288338
"Beralty","12 rue notre dame des victoires  75002 paris 2ème 75002
01 42 86 86 70",48.86699,2.341353
"Berri immobilier","38 rue de berri  75008 paris 8eme 75008
01 43 59 29 71",48.873896,2.307001
"Bg immobilier","55 bd de grenelle  75015 paris 75015
01 58 01 01 95",48.85128,2.292318
"Bhi  immobilier","70 bld st marcel  75005 paris 75005
01 43 31 91 91",48.837697,2.354079
"Big ben immobilier","6 rue meissonier  75017 paris 17ème 75017
06 24 62 42 51",48.883118,2.304499
"Blg immobilier","11 rue des bergers  75015 paris 15ème 75015
01 45 77 16 33",48.844375,2.282494
"Blr partners","13 rue de turbigo  75002 paris 2ème 75002
06 09 35 08 10",48.863981,2.34905
"Bm finance","27 av de l opera   75001 paris 1er 75001
01 43 43 43 77",48.866853,2.333724
"Bo conseils","33 rue de menilmontant 75020 paris 75020
01 47 97 00 00",48.867656,2.385258
"Boetie partners property management","5 rue de la boetie  75008 paris 75008
01 40 76 70 62",48.874299,2.318648
"Bonapart immobilier","57 rue de turbigo  75003 paris 3ème 75003
01 71 19 75 65",48.865652,2.356503
"Bonsergent immobilier","24 boulevard magenta  75010 paris 10ème 75010
01 42 40 10 10",48.870228,2.361723
"Book a flat","18 rue volney  75002 paris 2ème 75002
01 47 03 14 20",48.869863,2.330499
"Book your paris","13 rue de turenne  75004 paris 4ème 75004
01 75 77 14 35",48.855449,2.363496
"Booking studio","8 rue de remusat   75016 paris 16ème 75016
06 15 02 04 58",48.848089,2.272146
"Bouquet immobilier","36 avenue d'eylau  75016 paris 75016
01 73 54 03 40 / 06 10 46 92 17",48.865266,2.283662
"Bousquet et associes","137 bd haussmann  75008 paris 8ème 75008
01 42 56 12 12",48.875023,2.312705
"Boutique de l'immobilier","etude saint georges31 rue saint lazare  75009 paris 75009
01 55 80 79 73",48.876718,2.33615
"Boutique de l'immobilier","46 rue du faubourg poissonniere  75010 paris 75010
01 55 80 79 70",48.874237,2.348031
"Bow window agency","25 rue lavoisier  75008 paris 8ème 75008
06 36 36 92 93",48.873779,2.319849
"Brennus immobilier","20-22 rue vernier  75017 paris 17ème 75017
06 43 82 71 50",48.883736,2.290939
"Breteuil immobilier","8 rue corot  75016 paris 75016
01 42 24 80 00",48.847427,2.269509
"Brew's","25 avenue gambetta  75020 paris 20ème 75020
06 26 26 58 66",48.863946,2.391284
"Brh transactions","2 rue gabriel laumain  75010 paris 10eme 75010
09 82 39 54 31",48.873352,2.350082
"Bridgestreet","10 avenue franklin roosevelt  75008 paris 75008
01 42 94 13 13",48.870756,2.310246
"Bright immobilier","4 avenue bugeaud  75116 paris 16ème 75116
01 42 71 71 24",48.869967,2.284302
"Broker immo","67 bd de courcelles  75008 paris 8ème 75008
06 63 29 84 09",48.878714,2.301898
"Broz  immobilier","131 rue de la roquette  75011 paris 11ème 75011
01 44 64 00 32",48.85851,2.383201
"Bs transactions","14 rue lincoln  75008 paris 75008
01 43 59 01 60",48.870529,2.303156
"Bsi ogipa","41 rue de bayen  75017 paris 75017
01 43 18 22 70",48.881086,2.292885
"Buisson immobilier","205 rue du fbg saint denis  75010 paris 75010
01 46 07 43 28",48.883626,2.35909
"Bureau bonnet","36 boulevard beaumarchais  75011 paris 11ème 75011
01 43 55 43 31",48.856344,2.368618
"C h l","71 avenue marceau  75116 paris 75116
01 47 20 30 28",48.870946,2.297198
"C.g.a.p immobilier","40 rue bouret  75019 paris 19ème 75019
01 71 19 74 23",48.881963,2.373533
"C.i.d.g.","24 rue violet  75015 paris 75015
01 45 79 16 16",48.848396,2.293646
"C2i- agence de la mairie","157 avenue du maine  75014 paris 75014
01 40 45 70 00",48.833358,2.324886
"Cabinet  j. raimon","96 avenue d'italie  75013 paris 75013
01 45 88 77 95",48.825404,2.357232
"Cabinet 7ème gestion","12b place henri bergson  75008 paris 8eme 75008
01 58 56 24 00",48.87623,2.320504
"Cabinet apia immobilier","56 rue poussin  75016 paris 75016
01 46 51 63 63",48.848523,2.260934
"Cabinet arcourt breuval","11 rue lassus  75019 paris 75019
01 42 01 01 76",48.87566,2.388984
"Cabinet ardouin","106 rue des moines  75017 paris 75017
01 46 27 90 75",48.892438,2.322656
"Cabinet ardouin","79 avenue saint ouen  75017 paris 75017
01 42 29 44 61",48.892631,2.327145
"Cabinet barond","113 blvd sebastopol  75002 paris 2eme 75002
01 53 00 95 55",48.867194,2.352848
"Cabinet berard","14 rue du printemps  75838 paris cedex 17 75017
01 43 18 21 21",48.887139,2.309426
"Cabinet berger","10 rue georges berger  75017 paris 17ème 75017
01 47 66 18 01",48.881369,2.310777
"Cabinet bonvallet","23 avenue felix faure  75015 paris 75015
01 45 57 50 06",48.841885,2.290111
"Cabinet bretonniere","36 avenue du general michel bizot  75012 paris 75012
01 42 64 42 64",48.833885,2.399945
"Cabinet c.baudrier","127 avenue de clichy 75017 paris 17eme 75017
01 44 85 34 34",48.89041,2.320265
"Cabinet chemin","11 bd pasteur  75015 paris 75015
01 45 66 80 31",48.844602,2.311796
"Cabinet cime","20 place de catalogne  75014 paris 14eme 75014
01 40 48 57 38",48.837267,2.319632
"Cabinet cogetra","55 rue condorcet  75009 paris 75009
01 48 78 55 36",48.880222,2.342339
"Cabinet colin allongue","26 rue george sand  75016 paris 75016
01 45 27 51 58",48.850147,2.268044
"Cabinet courtois","11 boulevard malesherbes  75008 paris 75008
01 53 43 08 20",48.871226,2.322181
"Cabinet courtois - etude duquesne","3 avenue duquesne  75007 paris 7eme 75007
01 44 18 00 21",48.853736,2.307301
"Cabinet cousin","28 rue de la clef  75005 paris 75005
01 45 35 17 70",48.841263,2.352679
"Cabinet credassur","4 rue de cléry  75002 paris 75002
01 77 37 35 06",48.867404,2.344386
"Cabinet d'acher","69 71 av raymond poincare  75116 paris 75116
01 56 26 55 00",48.867967,2.28561
"Cabinet dai","31 rue cronstadt  75015 paris 75015
09 52 38 58 57",48.83362,2.30157
"Cabinet david","4 rue st lazare  75009 paris 75009
01 53 21 99 00",48.876887,2.338728
"Cabinet david","39 rue de moscou  75008 paris 8ème 75008
01 42 93 60 05",48.882099,2.321851
"Cabinet david abbesses","7 place charles dullin  75018 paris 75018
01 42 54 96 66",48.883305,2.341681
"Cabinet david canal saint martin","19 rue jean poulmarch  75010 paris 10eme 75010
01 81 80 40 40",48.872941,2.3633
"Cabinet david custine","48 rue custine  75018 paris 75018
01 42 54 16 20",48.88927,2.345178
"Cabinet de carne","228 rue de la convention  75015 paris 75015
01 55 76 63 13",48.836148,2.299594
"Cabinet debayle","16 rue vignon  75009 paris 75009
06 20 83 24 62",48.870999,2.326284
"Cabinet delioux","14 rue vignon  75009 paris 75009
01 40 17 05 49",48.870891,2.326257
"Cabinet denis & cie","3 rue turgot  75009 paris 75009
01 48 78 36 36",48.879563,2.345585
"Cabinet dethezy","240, rue de rivoli  75001 paris 75001
01 42 60 20 75",48.865854,2.325888
"Cabinet dollfus","29 rue du fbg st honore  75008 paris 75008
01 42 65 32 98",48.868979,2.320706
"Cabinet fabre d'eglantine","21 rue fabre d'eglantine 75012 paris 75012
01 43 44 23 21",48.847041,2.395497
"Cabinet fessart","205 rue saint honore  75001 paris 75001
01 70 60 14 24",48.865052,2.331523
"Cabinet foncia expansion immobilier","1 place jacques froment  75018 paris 75018
01 42 26 12 42",48.890903,2.330908
"Cabinet g mauduit","36 rue jean baptiste pigalle  75009 paris 75009
01 42 80 99 26",48.879896,2.334372
"Cabinet g pimo","10 rue doct finlay  75015 paris 75015
01 45 78 81 00",48.852378,2.287659
"Cabinet gestia immobiliere","27 rue alexandre dumas  75011 paris 75011
01 55 25 53 53",48.853368,2.391474
"Cabinet gicquel gestion immobiliere","28 rue taine  75012 paris 12ème 75012
01 46 28 02 02",48.838631,2.393491
"Cabinet godo et fenech","31 avenue de la bourdonnais 75007 paris 75007
01 40 62 63 40",48.858836,2.298532
"Cabinet gorin","16 rue beranger  75003 paris 75003
01 48 04 07 70",48.866161,2.363745
"Cabinet grand","10 rue jean lantier  75001 paris 75001
01 40 26 67 08",48.858624,2.346235
"Cabinet gti","48 boulevard pasteur  75015 paris 75015
01 43 22 00 35",48.841434,2.313381
"Cabinet habert","23 rue jean jacques rousseau  75001 paris 75001
06 32 14 45 01",48.862795,2.340986
"Cabinet halbout-clerfeuille","131 boulevard de grenelle  75015 paris 75015
01 43 06 63 63",48.848511,2.3004
"Cabinet hassler-efgtp","50 rue de rome  75008 paris 75008
01 45 22 67 01",48.878966,2.322276
"Cabinet havre saint lazare immobilier","61 rue jouffroy d'abbans  75017 paris 17ème 75017
01 42 60 55 97",48.884329,2.305895
"Cabinet immobilier parisien","107 rue du theatre. 75015 paris 75015
01 45 75 81 92",48.846462,2.294616
"Cabinet jacques azoulay – etudes & conseils","31 quai de la tournelle  75005 paris 75005
01 55 42 77 77",48.85036,2.353322
"Cabinet joseph","61 rue du faubourg poissonniere  75009 paris 9ème 75009
01 42 46 19 77",48.875205,2.348043
"Cabinet jsb","13 rue poissonniere  75002 paris 75002
01 40 13 06 32",48.869143,2.347724
"Cabinet junege","170 rue du temple  75003 paris 75003
01 48 87 97 81",48.866463,2.361756
"Cabinet lecasble et maugee","27 boulevard de courcelles  75008 paris 8ème 75008
01 53 93 77 22",48.880847,2.3139
"Cabinet loick fouchet","14 rue euler  75008 paris 8eme 75008
01 44 18 18 44",48.871037,2.298476
"Cabinet loick fouchet","19 place republique  75003 paris 75003
01 44 74 74 22",48.867623,2.362416
"Cabinet martignac","95 rue duhesme  75018 paris 75018
01 42 54 44 44",48.89489,2.344698
"Cabinet mas rocher","55 rue de lyon  75012 paris 75012
01 53 02 92 20",48.849979,2.370332
"Cabinet michau","4 villa d'orleans 75014 paris 75014
01 42 79 90 91 / 06 22 04 04 28",48.828595,2.328389
"Cabinet michou","20 rue malher  75004 paris 75004
01 48 87 56 99",48.856508,2.361453
"Cabinet minard","55 rue damremont  75018 paris 75018
01 79 97 90 31",48.890903,2.334412
"Cabinet morel","56 rue laffitte  75009 paris 75009
01 45 26 69 69",48.875716,2.338753
"Cabinet moulin des pres","20 rue linne 75005 paris 75005
01 45 87 23 39",48.845358,2.354798
"Cabinet mouyal","3 rue rambuteau  75004 paris 75004
01 42 71 35 02",48.860134,2.356511
"Cabinet mouyal","15 rue du grenier st lazare  75003 paris 75003
01 42 71 75 88",48.862824,2.352924
"Cabinet ogeti","11b rue du mont cenis  75018 paris 75018
01 53 09 20 00",48.887103,2.340913
"Cabinet paris","51 rue henri barbusse  75005 paris 75005
01 44 07 07 07",48.8397,2.337844
"Cabinet pg lance et cie","11 rue portalis  75008 paris 8ème 75008
01 49 53 97 61",48.877564,2.319564
"Cabinet pierre bonnefoi sa","43 rue letellier 75015 paris 75015
01 45 75 55 30",48.847526,2.297427
"Cabinet pierre plisson","6 boulevard edgar quinet  75014 paris 75014
01 43 20 26 06",48.839765,2.32961
"Cabinet plaisance","1b avenue villemain  75014 paris 75014
01 45 45 57 75",48.832585,2.315873
"Cabinet poillot","10 rue de la paix  75002 paris 2ème 75002
01 42 86 64 80",48.868995,2.331141
"Cabinet pyramidimmo","193 avenue du maine  75014 paris 75014
01 45 42 12 88",48.830116,2.326195
"Cabinet ravier","18 avenue mozart  75016 paris 75016
01 45 25 90 90",48.857071,2.272466
"Cabinet regy","73 boulevard de grenelle  75015 paris 15ème 75015
01 53 95 23 95",48.850533,2.293951
"Cabinet rinaldi christian pierre","100 rue de belleville 75020 paris 75020
01 47 97 05 31",48.87429,2.38621
"Cabinet robin immobilier - place villiers","98 boulevard des batignolles  75017 paris 75017
01 77 32 29 43",48.881622,2.317101
"Cabinet roche","252 rue de vaugirard  75015 paris 75015
01 45 32 66 10",48.839885,2.301891
"Cabinet rolet-bontemps","62/64 avenue emile zola 75015 paris 75007 paris 75015
01 45 78 46 00",48.846368,2.284179
"Cabinet rolland","11 rue roquepine 75008 paris 8ème 75008
01 44 51 63 45",48.873266,2.318828
"Cabinet rouah et associes","5 rue d'argenson  75008 paris 8eme 75008
06 70 25 87 47",48.874584,2.316937
"Cabinet sauvage","9 rue beautreillis  75004 paris 75004
01 42 77 00 77",48.852787,2.363418
"Cabinet segine","83 rue la fayette  75009 paris 75009
01 48 74 83 21",48.876946,2.347648
"Cabinet senechal","9 rue villebois mareuil  75017 paris 75017
01 45 72 92 41",48.879721,2.293903
"Cabinet sine","espace immobilier 77 rue des archives 75003 paris 75003
01 40 27 77 88",48.862926,2.360111
"Cabinet sogiplam","10 rue de la pépinière  75008 paris 75008
01 44 51 62 48",48.875198,2.322588
"Cabinet sogiva","44 rue du rendez-vous  75012 paris 75012
01 43 41 07 15",48.84617,2.402309
"Cabinet sotto","2 rue de vienne  75008 paris 75008
01 40 08 04 40",48.8763,2.321325
"Cabinet stein","40 avenue parmentier  75011 paris 75011
01 43 55 72 21",48.861464,2.377753
"Cabinet suire","34 rue saint didier  75116 paris 16ème 75116
01 47 27 64 07",48.866494,2.285638
"Cabinet syngeco","61 rue de montreuil  75545 paris cedex 11 75011
01 42 86 59 20",48.85051,2.389836
"Cabinet tf & associes","8 rue degas  75016 paris 16ème 75016
09 81 17 29 12",48.848926,2.274594
"Cabinet thiout","8, bis, rue jonquoy 75014 paris 75014
01 40 44 00 88",48.829957,2.31442
"Cabinet vassiliades","8 rue du 4 septembre  75002 paris 75001
01 44 77 44 77",48.865174,2.330689
"Cabinet verrey","67 rue bobillot  75013 paris 13ème 75013
01 44 16 81 74",48.826599,2.351341
"Cabinet vidal","16b rue lauriston  75116 paris 75116
01 45 01 86 36",48.871646,2.292343
"Cabinet vincent le nail","5 rue des grands augustins  75006 paris 75006
01 71 18 34 71",48.854767,2.341076
"Cabinet vivier-dufraisse","114 rue des dames  75017 paris 75017
01 45 22 32 12",48.88238,2.316105
"Cagest conseil","27 avenue rapp  75007 paris 75007
01 45 55 10 11",48.859288,2.300925
"Caim (christine arnoux immobilier)","7 rue charlot  75003 paris 3ème 75003
01 44 54 01 40",48.861125,2.360462
"Call'immo","115 rue caulaincourt  75018 paris 18ème 75018
01 42 51 18 18",48.889814,2.340809
"Camar immobilier","28 rue marbeuf  75008 paris 8ème 75008
01 43 59 60 00",48.869186,2.304752
"Campel & partners etoile","89 avenue victor hugo  75116 paris 75116
01 45 00 31 21",48.869928,2.286251
"Campel & partners maillot","227 boulevard pereire  75017 paris 17ème 75017
01 40 55 05 55",48.87978,2.288112
"Campel&partners monceau","6 boulevard de courcelles  75017 paris 75017
01 44 40 05 55",48.881263,2.314635
"Canal street immobilier","4 rue de la grange aux belles  75010 paris 75010
01 42 38 02 06",48.873293,2.36438
"Canizo et cie","20 rue augereau  75007 paris 75007
01 45 51 79 73",48.856824,2.302325
"Capitale centre immobilier","39 rue de chateaudun  75009 paris 75009
01 40 08 06 01",48.876042,2.336081
"Capitale immobilier","11 place gambetta  75020 paris 20ème 75020
01 75 77 61 02",48.865163,2.398031
"Capitale partners","23 rue la boetie  75008 paris 75008
01 42 68 35 60",48.873949,2.316605
"Carnet adresses","37 rue chaillot  75116 paris 75116
01 40 70 09 94",48.867715,2.297832
"Carnot immobilier","89 rue cardinet  75017 paris 75017
01 44 40 08 08",48.884694,2.30995
"Cases immobilier","46 rue laffitte  75009 paris 9ème 75009
06 99 32 00 10",48.874769,2.338379
"Cassil","78 rue de sevres  75007 paris 75007
01 53 69 12 50",48.847463,2.318155
"Castel immobilier de france","38 rue du colisee  75008 paris 75008
01 40 75 04 45",48.871559,2.310695
"Castim","69 rue d'alesia  75014 paris 75014
01 43 35 06 07",48.827735,2.329304
"Castin gilles villaret","4 rue des colonnes 75002 paris 75002
01 42 44 11 44",48.86934,2.339523
"Catherine gautier immobilier","79b rue lepic  75018 paris 75018
06 86 66 88 96",48.887396,2.336465
"Catinvest","8 rue port mahon  75002 paris 75002
01 47 42 37 50",48.869519,2.334108
"Cattalan johnson immobilier (cji)","67 rue saint honore  75001 paris 1er 75001
01 45 74 87 77",48.861082,2.344468
"Cbh immobilier","10 rue jean de la fontaine  75016 paris 16ème 75016
01 44 05 15 25",48.852482,2.274912
"Cd immobilier paris real estate","5 rue paul valery  75116 paris 16ème 75116
06 22 79 12 56",48.869349,2.291052
"Cda","71 av foch  75016 paris 16ème 75016
01 53 70 41 60",48.871499,2.279585
"Cdp immobilier","163 rue de la convention 75015 paris 75015
01 42 50 33 33",48.83857,2.293712
"Cedo immobilier","50 rue des dames  75017 paris 75017
01 53 42 32 00",48.883941,2.321737
"Censier immobilier","2 rue bazeilles  75005 paris 75005
01 45 35 54 54",48.839016,2.350129
"Centre immobilier diderot","82 bd diderot  75012 paris 75012
01 40 01 01 55",48.846755,2.382879
"Centre immobilier parisien","263 rue des pyrenees  75020 paris 75020
01 43 49 20 20",48.867041,2.396653
"Century 21","19b rue legendre  75017 paris 75017
01 43 18 27 27",48.883402,2.312832
"Century 21","104 avenue de flandre  75019 paris 75019
01 40 05 55 55",48.891212,2.377892
"Century 21","36 rue scheffer  75116 paris 16ème 75116
01 44 05 05 06",48.862088,2.282136
"Century 21","2 cours de vincennes  75012 paris 75012
01 43 45 42 02",48.847693,2.399398
"Century 21 action pierre","20 rue desnouettes  75015 paris 75015
01 56 08 56 21",48.836116,2.291496
"Century 21 agence des pyrenees","373 rue des pyrenees  75020 paris 75020
01 40 33 32 00",48.873456,2.389735
"Century 21 agence des ternes","203 boulevard pereire  75017 paris 17ème 75017
01 58 05 31 21",48.881217,2.29077
"Century 21 agimmo","49 rue vouille  75015 paris 75015
01 48 28 90 50",48.833833,2.308609
"Century 21 alexandre dumas","11 rue de bagnolet  75020 paris 75020
01 40 24 24 40",48.85676,2.395368
"Century 21 alpha en l'ile","6 rue le regrattier  75004 paris 4ème 75004
01 55 42 10 21",48.851969,2.354496
"Century 21 alpha hoche","225 rue du faubourg st honore 75008 paris 75008
01 45 63 06 60",48.877205,2.299779
"Century 21 alpha marais","45 rue de turenne  75003 paris 75003
01 42 72 70 81",48.857708,2.364359
"Century 21 arago","44 avenue des gobelins 75013 paris 75013
01 85 34 19 69",48.83448,2.353162
"Century 21 arts et metiers","4 rue du vert bois  75003 paris 75003
01 44 61 04 04",48.866611,2.360084
"Century 21 auteuil immobilier","110 avenue mozart 75016 paris 75016
01 55 74 09 09",48.85055,2.266966
"Century 21 bolivar jourdain","36 avenue simon bolivar 75019 paris 75019
01 53 19 86 86",48.877899,2.37425
"Century 21 cabinet leclere","162 boulevard davout  75020 paris 75020
01 40 30 11 11",48.863204,2.409159
"Century 21 cadet-rochechouart","41 rue de maubeuge 75009 paris 75009
01 40 09 70 16",48.878829,2.346382
"Century 21 chaumont","81 avenue jean jaures  75019 paris 75019
01 42 00 12 00",48.885118,2.378552
"Century 21 cirque d hiver","8 10 rue oberkampf  75011 paris 75011
01 55 28 94 10",48.862946,2.36822
"Century 21 daumesnil","57 boulevard de reuilly  75012 paris 75012
01 43 44 92 93",48.839789,2.398136
"Century 21 etude duvernet - eurl bow window","47 rue boulard 75014 paris 75014
01 45 41 11 00",48.832148,2.327641
"Century 21 etude saint-georges","34 rue notre dame de lorette  75009 paris 75009
01 53 25 17 21",48.878733,2.337267
"Century 21 fortis immo","18 rue molière  75001 paris 75001
01 53 00 98 98",48.865168,2.336127
"Century 21 fraka immobilier","131 boulevard raspail  75006 paris 75006
01 42 22 72 18",48.844059,2.32919
"Century 21 gambetta immobilier","83 avenue gambetta  75020 paris 75020
01 44 62 67 67",48.865409,2.398757
"Century 21 habitat espace conseil","126 rue lecourbe 75015 paris 75015
01 53 68 99 99",48.842398,2.301644
"Century 21 immonov","130 boulevard brune  75014 paris 75014
01 45 43 51 51",48.823427,2.323762
"Century 21 joffrin immobilier","122 rue ordener  75018 paris 18ème 75018
01 42 55 21 21",48.893322,2.339385
"Century 21 lutèce immobilier","164 rue de tolbiac  75013 paris 75013
01 53 62 13 21",48.826037,2.352818
"Century 21 lutèce immobilier","11 rue de l'amiral mouchez  75013 paris 75013
01 53 80 21 21",48.825545,2.341707
"Century 21 magenta lafayette","129 rue la fayette  75010 paris 75010
01 56 35 08 08",48.878753,2.354484
"Century 21 mk immo","15 bd saint marcel  75013 paris 75013
01 55 43 14 20",48.839101,2.359745
"Century 21 montparnasse","42 boulevard du montparnasse  75015 paris 75015
01 42 84 21 21",48.844781,2.320574
"Century 21 olympiades","72 rue tolbiac  75013 paris 13ème 75013
01 58 89 21 21",48.82721,2.367231
"Century 21 olympierre","42 rue monge  75005 paris 75005
01 40 51 06 07",48.845555,2.351873
"Century 21 parmentier saint maur","74 avenue de la republique  75011 paris 75011
01 55 28 55 55",48.864363,2.37856
"Century 21 patrimoine 17","203 boulevard pereire  75017 paris 75017
01 58 05 31 21",48.881217,2.29077
"Century 21 patrimoine 17","52 rue des moines  75017 paris 75017
01 42 26 08 00",48.889984,2.320589
"Century 21 plaisance pernety","103 rue raymond losserand  75014 paris 14ème 75014
01 40 44 04 80",48.833105,2.31666
"Century 21 prestige montmartre","56 rue caulaincourt  75018 paris 75018
01 44 92 75 21",48.889407,2.335509
"Century 21 quai  ouest","3 boulevard victor  75015 paris 15ème 75015
01 42 19 00 00",48.835874,2.279971
"Century 21 quai ouest","32 avenue félix faure  75015 paris 75015
01 45 57 21 21",48.841689,2.289054
"Century 21 republique","17 avenue de la republique  75011 paris 11eme 75011
01 40 21 00 50",48.866217,2.370261
"Century 21 saint martin immobilier","212 rue du faubourg saint martin 75010 paris 75010
01 55 26 90 40",48.879768,2.363721
"Century 21 saint-fargeau","100 avenue gambetta  75020 paris 75020
01 40 30 20 90",48.87097,2.403896
"Century 21 sorim","43 rue ordener  75018 paris 75018
01 42 59 09 09",48.890867,2.35285
"Century 21 voltaire","139 boulevard voltaire  75011 paris 75011
01 40 09 52 90",48.855893,2.383628
"Cep","34 avenue des champs elysees  75008 paris 75008
01 43 59 03 88",48.869957,2.308155
"Cepi","158 avenue de suffren  75015 paris 15ème 75015
01 53 69 58 12",48.846819,2.307462
"Ceti immobilier","17 rue riquet  75019 paris 75019
01 42 05 30 35",48.888258,2.374666
"Cfab gerance","1 boulevard diderot  75012 paris 12ème 75012
01 40 02 92 08",48.84542,2.368602
"Challenge immobilier","99 rue monge  75005 paris 75005
01 43 36 70 10",48.841028,2.35203
"Chambre avec vue","25 bd garibaldi  75015 paris 75015
01 43 06 41 05",48.847243,2.304591
"Champion immobilier","111b rue championnet  75018 paris 18ème 75018
06 18 26 29 92",48.895694,2.340116
"Chandelon et associes","11 rue de la fontaine du but  75018 paris 18ème 75018
01 42 64 87 93",48.890239,2.338879
"Chardeau & mazeret","149 rue de la pompe  75116 paris 16ème 75116
06 62 47 23 09",48.868797,2.281665
"Charonne immobilier","37 - 41 boulevard de charonne, 75011 paris 11ème 75011
01 43 48 52 52",48.851695,2.397819
"Chlb","6 rue henri heine  75016 paris 75016
01 42 88 01 58",48.851278,2.266789
"City real","18 rue du temple  75004 paris 4eme 75004
01 42 77 91 57",48.858545,2.353483
"Citya etoile","12b rue kepler  75116 paris 75116
330156525050",48.869937,2.297106
"Citya pecorari","9 rue de joinville  75019 paris 75019
01 40 36 82 09",48.890574,2.378499
"Citya teissier sabi","68 rue des cevennes  75015 paris 75015
330144262262",48.84152,2.282391
"Citya urbania paris","35 rue de rome  75008 paris 8ème 75008
01 44 70 21 30",48.877326,2.322863
